,/lpc/nct6795d/control/0,/lpc/nct6795d/control/1,/lpc/nct6795d/control/2,/lpc/nct6795d/control/3,/lpc/nct6795d/control/4,/lpc/nct6795d/control/5,/lpc/nct6795d/voltage/0,/lpc/nct6795d/voltage/1,/lpc/nct6795d/voltage/2,/lpc/nct6795d/voltage/3,/lpc/nct6795d/voltage/4,/lpc/nct6795d/voltage/5,/lpc/nct6795d/voltage/6,/lpc/nct6795d/voltage/7,/lpc/nct6795d/voltage/9,/lpc/nct6795d/voltage/10,/lpc/nct6795d/voltage/12,/lpc/nct6795d/voltage/13,/lpc/nct6795d/voltage/14,/lpc/nct6795d/temperature/0,/lpc/nct6795d/temperature/1,/lpc/nct6795d/temperature/2,/lpc/nct6795d/temperature/3,/lpc/nct6795d/temperature/4,/lpc/nct6795d/temperature/6,/lpc/nct6795d/fan/1,/lpc/nct6795d/fan/5,/intelcpu/0/load/1,/intelcpu/0/load/2,/intelcpu/0/load/3,/intelcpu/0/load/4,/intelcpu/0/load/0,/intelcpu/0/temperature/0,/intelcpu/0/temperature/1,/intelcpu/0/temperature/2,/intelcpu/0/temperature/3,/intelcpu/0/temperature/4,/intelcpu/0/clock/1,/intelcpu/0/clock/2,/intelcpu/0/clock/3,/intelcpu/0/clock/4,/intelcpu/0/power/0,/intelcpu/0/power/1,/intelcpu/0/power/2,/intelcpu/0/power/3,/intelcpu/0/clock/0,/ram/load/0,/ram/data/0,/ram/data/1,/nvidiagpu/0/temperature/0,/nvidiagpu/0/clock/0,/nvidiagpu/0/clock/1,/nvidiagpu/0/clock/2,/nvidiagpu/0/fan/0,/nvidiagpu/0/load/0,/nvidiagpu/0/load/1,/nvidiagpu/0/load/2,/nvidiagpu/0/load/3,/nvidiagpu/0/control/0,/nvidiagpu/0/smalldata/3,/nvidiagpu/0/smalldata/2,/nvidiagpu/0/smalldata/1,/nvidiagpu/0/load/4,/nvidiagpu/0/power/0,/nvidiagpu/0/throughput/0,/nvidiagpu/0/throughput/1,/hdd/0/temperature/0,/hdd/0/load/0,/hdd/1/load/0
05/24/2020 21:49:08,35.6862755,35.6862755,57.64706,57.64706,57.64706,57.64706,1.016,1.024,3.42400026,3.37600017,1,0.15200001,1.128,3.40800023,1.008,1.072,1,0.6,1.51200008,52.5,37,38,19,22,-1,1344,762,40.625,35.9375,39.0625,59.375,43.75,52,49,52,54,54,3400,3300,3300,3300,16.2937527,12.6322079,0,1.52013838,100,51.24071,8.180916,7.78474045,68,1885.50012,4006.80029,3771.00024,1469,90,52,0,1,46,6144,5010.914,1133.08594,81.5578461,107.383,88.86719,18.5546875,38,51.46247,67.6419144
05/24/2020 21:49:09,35.6862755,35.6862755,57.64706,57.64706,57.64706,57.64706,1.016,1.024,3.40800023,3.37600017,1,0.15200001,1.128,3.40800023,1.008,1.072,1,0.6,1.51200008,53,37,38,19,22,-1,1323,773,39.0625,40.625,35.9375,59.375,43.75,51,50,50,53,53,3299.999,3399.999,3299.999,3299.999,15.7786617,12.17146,0,1.399651,99.99998,51.2418556,8.181099,7.78455734,66,1885.50012,4006.80029,3771.00024,1477,64,37,0,0,46,6144,5010.914,1133.08594,81.5578461,78.051,178.710938,6.8359375,38,51.46247,67.6419144
05/24/2020 21:49:10,35.6862755,35.6862755,57.64706,57.64706,57.64706,57.64706,1.016,1.024,3.40800023,3.37600017,1,0.15200001,1.128,3.40800023,1.008,1.072,1,0.6,1.51200008,54,37,38,19,22,-1,1360,789,50,53.125,51.5625,76.5625,57.8125,53,48,52,55,57,3299.998,3299.998,3299.998,3399.998,17.7154179,14.0657406,0,1.50322461,99.99995,51.2859154,8.188133,7.777523,68,1885.50012,4006.80029,3771.00024,1483,77,46,0,1,46,6144,5051.23047,1092.76953,82.21404,92.4490051,93.75,10.7421875,38,51.46247,67.6419144
05/24/2020 21:49:11,35.6862755,35.6862755,57.64706,57.64706,57.64706,57.64706,1.016,1.024,3.42400026,3.37600017,1,0.15200001,1.128,3.40800023,1.008,1.072,1,0.6,1.51200008,54,37,38,19,22,-1,1344,744,59.375,40.625,35.9375,79.6875,53.90625,51,51,50,53,53,3299.99951,3299.99951,3299.99951,3299.99951,17.7144241,14.0649071,0,1.51317787,99.9999847,51.5027237,8.222748,7.74290848,68,1885.50012,4006.80029,3771.00024,1489,82,48,0,1,46,6144,5065.43359,1078.56641,82.44521,104.942,103.515625,10.7421875,38,51.46247,67.6419144
05/24/2020 21:49:12,35.6862755,35.6862755,57.64706,57.64706,57.64706,57.64706,1.016,1.024,3.42400026,3.37600017,1.008,0.15200001,1.128,3.40800023,1.008,1.072,1,0.6,1.51200008,53.5,37,38,19,22,-1,1343,755,50,39.0625,42.1875,75,51.5625,52,51,50,53,53,3299.99878,3299.99878,3299.99878,3299.99878,16.776926,13.145587,0,1.44956386,99.99996,51.58138,8.235306,7.73035049,67,1885.50012,4006.80029,3771.00024,1491,69,40,0,1,46,6144,5008.957,1135.043,81.52599,91.51,141.601563,16.6015625,38,51.46247,67.6419144
05/24/2020 21:49:13,35.6862755,35.6862755,57.64706,57.64706,57.64706,57.64706,1.016,1.024,3.42400026,3.37600017,1,0.15200001,1.128,3.40800023,1.008,1.072,1,0.6,1.51200008,54,37,38,19,22,-1,1354,772,50,42.1875,40.625,70.3125,50.78125,55,47,51,52,55,3299.99976,3299.99976,3299.99976,3299.99976,17.93967,14.2371235,0,1.63949692,99.99999,51.6049156,8.239063,7.726593,66,1885.50012,4006.80029,3771.00024,1499,57,33,0,1,46,6144,5019.59766,1124.40234,81.69918,80.038,152.34375,17.578125,38,51.46247,67.6419144
05/24/2020 21:49:14,35.6862755,35.6862755,57.64706,57.64706,57.64706,57.64706,1.008,1.024,3.42400026,3.37600017,1,0.15200001,1.136,3.40800023,1.008,1.072,1,0.6,1.51200008,54,37,38,19,22,-1,1345,760,50,56.25,48.4375,76.5625,57.8125,53,49,49,52,53,3299.99731,3299.99731,3299.99731,3299.99731,18.6723728,14.9257393,0,1.88519764,99.9999161,51.71475,8.256599,7.709057,67,1885.50012,4006.80029,3771.00024,1499,86,49,0,2,46,6144,5093.19141,1050.80859,82.8969955,79.77801,357.421875,41.9921875,38,51.46247,67.6419144
05/24/2020 21:49:15,35.6862755,35.6862755,57.64706,57.64706,57.64706,57.64706,1.008,1.024,3.42400026,3.37600017,1,0.15200001,1.136,3.40800023,1.008,1.072,1,0.6,1.51200008,54.5,37,38,19,22,-1,1326,771,65.625,67.1875,59.375,82.8125,68.75,54,51,52,55,55,3300,3300,3300,3300,19.8514919,16.0299549,0,2.04969525,100,51.7343941,8.259735,7.705921,67,1885.50012,4006.80029,3771.00024,1499,86,48,0,2,46,6144,5093.31641,1050.68359,82.899025,105.394005,347.65625,36.1328125,38,51.46247,67.6419144
05/24/2020 21:49:16,35.6862755,35.6862755,57.64706,57.64706,57.64706,57.64706,1.008,1.024,3.42400026,3.37600017,1,0.15200001,1.128,3.40800023,1.008,1.072,1,0.6,1.51200008,54.5,37,38,19,22,-1,1347,760,65.625,64.0625,71.875,75,69.140625,54,51,51,54,54,3299.99927,3299.99927,3299.99927,3299.99927,19.78637,15.9753933,0,2.0390203,99.99998,51.7652626,8.264664,7.70099258,68,1885.50012,4006.80029,3771.00024,1499,91,51,0,2,46,6144,5093.31641,1050.68359,82.899025,105.966,293.9453,37.109375,38,51.46247,67.6419144
05/24/2020 21:49:17,35.6862755,35.6862755,57.64706,57.64706,57.64706,57.64706,1.008,1.024,3.42400026,3.37600017,1,0.15200001,1.136,3.40800023,1.008,1.072,1,0.6,1.51200008,54.5,37,38,19,22,-1,1347,743,70.3125,73.4375,65.625,79.6875,72.265625,54,51,53,55,55,3299.99854,3299.99854,3299.99854,3299.99854,20.045372,16.2443962,0,1.99182034,99.9999542,51.7523842,8.262608,7.70304871,68,1885.50012,4006.80029,3771.00024,1503,98,53,0,2,46,6144,5093.93359,1050.06641,82.90908,48.388,232.421875,34.1796875,38,51.46247,67.6419144
05/24/2020 21:49:18,36.07843,36.07843,57.64706,57.64706,57.64706,57.64706,1.008,1.024,3.40800023,3.37600017,1,0.15200001,1.136,3.40800023,1.008,1.072,1,0.6,1.51200008,55,37,38,19,22,-1,1336,789,64.0625,67.1875,68.75,81.25,70.3125,54,53,54,57,56,3299.99976,3299.99976,3299.99976,3299.99976,20.819685,17.0158386,0,2.055395,99.99999,51.8641548,8.280453,7.68520355,68,1885.50012,4006.80029,3771.00024,1503,75,39,0,2,46,6144,5094.621,1049.37891,82.9202652,94.637,414.0625,49.8046875,38,51.46247,67.6419144
05/24/2020 21:49:19,37.64706,37.64706,57.64706,57.64706,57.64706,57.64706,1.008,1.024,3.42400026,3.37600017,1,0.15200001,1.128,3.40800023,1.008,1.072,1,0.6,1.51200008,54.5,37,38,19,22,-1,1377,755,67.1875,70.3125,62.5,76.5625,69.140625,53,50,53,55,55,3299.99854,3299.99854,3299.99854,3299.99854,19.332304,15.5441847,0,1.95394623,99.9999542,51.8577271,8.279427,7.68622971,68,1885.50012,4006.80029,3771.00024,1503,90,53,0,2,47,6144,5022.371,1121.62891,81.74432,106.860008,205.078125,41.015625,38,51.46247,67.6419144
05/24/2020 21:49:20,37.64706,37.64706,57.64706,57.64706,57.64706,57.64706,1.008,1.024,3.40800023,3.37600017,1,0.15200001,1.128,3.40800023,1.008,1.072,1,0.6,1.51200008,54,37,38,19,22,-1,1383,759,50,64.0625,43.75,73.4375,57.8125,54,49,53,53,53,3299.999,3299.999,3299.999,3299.999,18.6799965,14.9124384,0,1.90969253,99.99997,51.8492432,8.278072,7.687584,68,1885.50012,4006.80029,3771.00024,1507,83,48,0,1,47,6144,5022.621,1121.37891,81.74839,100.060005,252.929688,26.3671875,38,51.46247,67.6419144
05/24/2020 21:49:21,37.64706,37.64706,57.64706,57.64706,57.64706,57.64706,1.008,1.024,3.42400026,3.37600017,1,0.15200001,1.136,3.40800023,1.008,1.072,1,0.6,1.51200008,54.5,37,38,19,22,-1,1387,770,62.5,54.6875,57.8125,81.25,64.0625,52,48,50,55,55,3299.99927,3299.99927,3299.99927,3299.99927,19.53206,15.7146606,0,2.02756858,99.99998,51.84189,8.276897,7.688759,68,1885.50012,4006.80029,3771.00024,1509,80,44,0,2,47,6144,5094.746,1049.25391,82.9223,99.326004,272.460938,36.1328125,38,51.4624939,67.6419144
05/24/2020 21:49:22,37.64706,37.64706,57.64706,57.64706,57.64706,57.64706,1.008,1.024,3.42400026,3.37600017,1,0.15200001,1.136,3.40800023,1.008,1.072,1,0.6,1.51200008,55,37,38,19,22,-1,1381,758,65.625,68.75,70.3125,84.375,72.265625,51,47,50,54,54,3299.99854,3299.99854,3299.99854,3299.99854,19.4105015,15.6248283,0,1.98721266,99.9999542,51.84038,8.276657,7.688999,68,1885.50012,4006.80029,3771.00024,1514,70,39,0,1,47,6144,5102.504,1041.49609,83.04856,91.938,165.039063,31.25,38,51.4624939,67.6419144
05/24/2020 21:49:23,37.64706,37.64706,57.64706,57.64706,57.64706,57.64706,1.008,1.024,3.40800023,3.37600017,1.008,0.15200001,1.136,3.40800023,1.008,1.072,1,0.6,1.51200008,54.5,37,38,19,22,-1,1386,776,56.25,60.9375,53.125,85.9375,64.0625,53,51,53,55,55,3299.99951,3299.99951,3299.99951,3299.99951,19.1122646,15.33632,0,1.960941,99.9999847,51.86449,8.280506,7.68515,67,1885.50012,4006.80029,3771.00024,1518,69,39,0,2,47,6144,5039.551,1104.44922,82.02393,97.609,201.171875,24.4140625,38,51.4624939,67.6419144
05/24/2020 21:49:24,37.64706,37.64706,57.64706,57.64706,57.64706,57.64706,1.008,1.016,3.40800023,3.37600017,1,0.15200001,1.136,3.40800023,1.008,1.072,1,0.6,1.51200008,54,37,38,19,22,-1,1373,755,54.6875,68.75,60.9375,79.6875,66.015625,52,50,52,54,54,3299.99854,3299.99854,3299.99854,3299.99854,19.0157738,15.2281075,0,1.94606662,99.9999542,51.8640633,8.280437,7.685219,67,1885.50012,4006.80029,3771.00024,1520,69,38,0,2,47,6144,5031.41,1112.58984,81.89144,90.62,185.546875,40.0390625,38,51.4624939,67.6419144
05/24/2020 21:49:25,37.64706,37.64706,57.64706,57.64706,57.64706,57.64706,1.008,1.016,3.42400026,3.37600017,1,0.15200001,1.136,3.40800023,1.008,1.072,1,0.6,1.51200008,54.5,37,38,19,22,-1,1383,775,56.25,54.6875,54.6875,65.625,57.8125,54,51,52,54,54,3399.999,3299.999,3399.999,3399.999,18.4628487,14.7091789,0,1.83526957,99.99997,51.9499321,8.29414749,7.671509,66,1885.50012,4006.80029,3771.00024,1520,38,21,0,1,47,6144,5031.926,1112.07422,81.89983,66.038,190.429688,23.4375,38,51.4624939,67.6419144
05/24/2020 21:49:26,37.64706,37.64706,57.64706,57.64706,57.64706,57.64706,1.008,1.016,3.40800023,3.37600017,1,0.15200001,1.128,3.40800023,1.008,1.072,1,0.6,1.51200008,54,37,38,19,22,-1,1381,789,46.875,51.5625,45.3125,71.875,53.90625,51,49,51,56,56,3299.99976,3299.99976,3299.99976,3299.99976,18.2009087,14.4728765,0,1.81453359,99.99999,51.97913,8.298809,7.666847,67,1885.50012,4006.80029,3771.00024,1520,61,35,0,1,47,6144,5033.48438,1110.51563,81.9252,81.86101,197.265625,23.4375,38,51.4624939,67.6419144
05/24/2020 21:49:27,37.64706,37.64706,57.64706,57.64706,57.64706,57.64706,1.008,1.024,3.40800023,3.37600017,1,0.15200001,1.136,3.40800023,1.008,1.072,1,0.6,1.51200008,54,37,38,19,22,-1,1383,744,70.3125,65.625,59.375,70.3125,66.40625,53,51,52,57,57,3299.99878,3299.99878,3299.99878,3299.99878,19.4047546,15.599617,0,1.95892644,99.99996,51.9676857,8.296982,7.66867447,67,1885.50012,4006.80029,3771.00024,1518,79,45,0,2,47,6144,5105.625,1038.375,83.0993652,83.786,265.625,35.15625,38,51.4624939,67.6419144
05/24/2020 21:49:28,37.64706,37.64706,57.64706,57.64706,57.64706,57.64706,1.008,1.016,3.40800023,3.37600017,1,0.15200001,1.136,3.40800023,1.008,1.072,1,0.6,1.51200008,54.5,37,38,19,22,-1,1388,743,53.125,57.8125,54.6875,78.125,60.9375,53,51,53,57,57,3299.99829,3299.99829,3299.99829,3299.99829,19.594286,15.7981129,0,1.97456717,99.9999542,51.9655838,8.296646,7.66901,68,1885.50012,4006.80029,3771.00024,1520,80,46,0,2,47,6144,5105.625,1038.375,83.0993652,101.691,205.078125,26.3671875,38,51.4624939,67.6419144
05/24/2020 21:49:29,37.64706,37.64706,57.64706,57.64706,57.64706,57.64706,1.008,1.024,3.40800023,3.37600017,1,0.15200001,1.136,3.40800023,1.008,1.072,1,0.6,1.51200008,55,37,38,19,22,-1,1378,789,67.1875,71.875,62.5,75,69.140625,53,50,52,53,53,3299.99951,3299.99951,3299.99951,3299.99951,19.7254353,15.9412823,0,1.9510119,99.9999847,51.9693832,8.297253,7.66840363,68,1885.50012,4006.80029,3771.00024,1520,68,39,0,1,47,6144,5105.625,1038.375,83.0993652,96.45801,153.320313,19.53125,38,51.4624939,67.6419144
05/24/2020 21:49:30,37.64706,37.64706,57.64706,57.64706,57.64706,57.64706,1.008,1.024,3.40800023,3.37600017,1,0.15200001,1.136,3.40800023,1.008,1.072,1,0.6,1.51200008,54.5,37,38,19,22,-1,1384,743,57.8125,59.375,53.125,67.1875,59.375,54,50,52,54,54,3299.9978,3299.9978,3299.9978,3299.9978,18.1867466,14.4686394,0,1.79624212,99.99993,51.96656,8.29680252,7.66885376,67,1885.50012,4006.80029,3771.00024,1522,66,39,0,1,47,6144,5027.90234,1116.09766,81.83435,91.327,310.546875,20.5078125,38,51.4624939,67.6419144
05/24/2020 21:49:31,37.64706,37.64706,57.64706,57.64706,57.64706,57.64706,1.008,1.024,3.42400026,3.37600017,1,0.15200001,1.128,3.40800023,1.008,1.072,1,0.6,1.51200008,54.5,37,38,19,22,-1,1387,783,45.3125,50,40.625,81.25,54.296875,51,49,50,55,55,3300,3300,3300,3300,18.0120754,14.2693119,0,1.76541173,100,51.9652,8.296585,7.669071,67,1885.50012,4006.80029,3771.00024,1524,65,39,0,1,47,6144,5028.15234,1115.84766,81.83842,81.397,272.460938,21.484375,38,51.4624939,67.6419144
05/24/2020 21:49:32,37.64706,37.64706,57.64706,57.64706,57.64706,57.64706,1.008,1.024,3.42400026,3.37600017,1,0.15200001,1.136,3.40800023,1.008,1.072,1,0.6,1.51200008,54,37,38,19,22,-1,1386,759,51.5625,48.4375,51.5625,64.0625,53.90625,52,49,50,56,56,3299.99951,3299.99951,3299.99951,3299.99951,18.0184174,14.2920017,0,1.78373039,99.9999847,51.97767,8.298576,7.66708,67,1885.50012,4006.80029,3771.00024,1524,69,41,0,1,47,6144,5028.15234,1115.84766,81.83842,86.927,154.296875,21.484375,38,51.4624939,67.6419144
05/24/2020 21:49:33,37.64706,37.64706,57.64706,57.64706,57.64706,57.64706,1.008,1.024,3.42400026,3.37600017,1,0.15200001,1.136,3.40800023,1.008,1.072,1,0.6,1.51200008,54.5,37,38,19,22,-1,1384,771,54.6875,51.5625,45.3125,71.875,55.859375,54,49,50,54,54,3299.99854,3299.99854,3299.99854,3299.99854,18.4086323,14.6719637,0,1.82828867,99.9999542,51.97184,8.297646,7.66801071,68,1885.50012,4006.80029,3771.00024,1522,95,60,0,2,47,6144,5100.48828,1043.51172,83.0157547,109.838005,277.34375,34.1796875,38,51.4624939,67.6419144
05/24/2020 21:49:34,37.64706,37.64706,57.64706,57.64706,57.64706,57.64706,1.008,1.024,3.42400026,3.37600017,1,0.15200001,1.128,3.40800023,1.008,1.072,1,0.6,1.51200008,55,37,38,19,22,-1,1390,760,54.6875,60.9375,53.125,85.9375,63.671875,52,49,52,55,54,3299.99951,3299.99951,3299.99951,3299.99951,19.868103,16.0474586,0,2.01938987,99.9999847,51.9703827,8.297413,7.66824341,68,1885.50012,4006.80029,3771.00024,1522,81,46,0,2,47,6144,5100.48828,1043.51172,83.0157547,99.8230057,269.53125,33.203125,38,51.4624939,67.6419144
05/24/2020 21:49:35,37.64706,37.64706,57.64706,57.64706,57.64706,57.64706,1.008,1.016,3.40800023,3.37600017,1,0.15200001,1.136,3.40800023,1.008,1.072,1,0.6,1.51200008,55,37,38,19,22,-1,1376,770,62.5,64.0625,59.375,79.6875,66.40625,54,52,53,55,55,3299.997,3299.997,3299.997,3299.997,19.60011,15.8037739,0,2.002488,99.99991,51.988903,8.300369,7.665287,68,1885.50012,4006.80029,3771.00024,1522,73,40,0,2,47,6144,5100.48828,1043.51172,83.0157547,99.761,284.1797,34.1796875,38,51.4624939,67.6419144
05/24/2020 21:49:36,37.64706,37.64706,57.64706,57.64706,57.64706,57.64706,1.008,1.016,3.40800023,3.37600017,1,0.15200001,1.128,3.40800023,1.008,1.072,1,0.6,1.51200008,54.5,37,38,19,22,-1,1384,758,59.375,75,67.1875,71.875,68.359375,53,51,53,55,55,3300.00024,3300.00024,3300.00024,3300.00024,19.5460167,15.7450151,0,2.003518,100.000008,51.9857,8.299858,7.665798,67,1885.50012,4006.80029,3771.00024,1522,72,39,0,2,47,6144,5100.48828,1043.51172,83.0157547,99.326004,279.296875,34.1796875,38,51.4624939,67.6419144
